frame,smile_vertical_asymmetry_norm,mouth_horizontal_asymmetry_norm,eye_horizontal_asymmetry_norm,general_symmetry_score_norm,facial_droop_flag,severity_score
aug_0_2148.jpg,0.1636,0.0819,0.1612,0.097,0,28.96
aug_0_2181.jpg,0.0244,0.0492,0.0708,0.1004,0,12.82
aug_0_2186.jpg,0.0325,0.0798,0.1086,0.1351,0,18.24
aug_0_2197.jpg,0.2697,0.2062,0.2605,0.1641,0,53.38
aug_0_2201.jpg,0.2226,0.1915,0.2387,0.1496,0,46.59
aug_0_2226.jpg,0.0112,0.0431,0.0728,0.0764,0,9.44
aug_0_2230.jpg,0.0266,0.1175,0.0553,0.1349,0,20.46
aug_0_2255.jpg,0.1432,0.0572,0.2609,0.1769,0,30.41
aug_0_2266.jpg,0.0709,0.0265,0.1993,0.1739,0,20.67
aug_0_2286.jpg,0.2327,0.1999,0.2611,0.1659,0,49.32
aug_0_232.jpg,0.049,0.126,0.115,0.1757,0,26.07
aug_0_2325.jpg,0.0649,0.2138,0.0538,0.1461,0,32.27
aug_0_2333.jpg,0.1861,0.1913,0.0726,0.0851,0,38.63
aug_0_2339.jpg,0.0065,0.0912,0.072,0.1295,0,16.13
aug_0_2381.jpg,0.0323,0.0005,0.0523,0.0536,0,6.85
aug_0_2394.jpg,0.0617,0.0484,0.1703,0.1498,0,19.79
aug_0_2419.jpg,0.2142,0.1907,0.2427,0.1524,0,45.89
aug_0_242.jpg,0.0116,0.1004,0.058,0.0993,0,15.32
aug_0_2457.jpg,0.1216,0.0031,0.2161,0.1508,0,22.44
aug_0_2460.jpg,0.0636,0.0198,0.0336,0.0219,0,9.31
aug_0_2464.jpg,0.0168,0.0006,0.0372,0.0419,0,4.52
aug_0_2479.jpg,0.1104,0.2094,0.1661,0.1219,0,34.87
aug_0_2484.jpg,0.208,0.1266,0.2664,0.1477,0,40.15
aug_0_2498.jpg,0.1712,0.102,0.1191,0.0822,0,30.25
aug_0_2510.jpg,0.0322,0.1306,0.0353,0.0832,0,18.56
aug_0_2513.jpg,0.0692,0.1737,0.0088,0.1474,0,29.77
aug_0_2538.jpg,0.0043,0.0427,0.071,0.0927,0,9.82
aug_0_254.jpg,0.0704,0.0882,0.0944,0.0602,0,17.67
aug_0_2569.jpg,0.1698,0.0636,0.2374,0.1675,0,32.92
aug_0_2572.jpg,0.0265,0.1334,0.0656,0.1501,0,22.66
aug_0_2581.jpg,0.0735,0.0568,0.125,0.0983,0,18.16
aug_0_2582.jpg,0.1977,0.173,0.1406,0.1151,0,40.41
aug_0_2588.jpg,0.0037,0.0983,0.168,0.1727,0,19.25
aug_0_2616.jpg,0.0063,0.1048,0.1076,0.1712,0,19.9
aug_0_2623.jpg,0.1112,0.1733,0.0443,0.092,0,30.24
aug_0_264.jpg,0.0424,0.0198,0.0845,0.1051,0,12.73
aug_0_2652.jpg,0.1366,0.1592,0.1121,0.1146,0,33.24
aug_0_2662.jpg,0.0462,0.0386,0.0839,0.0572,0,11.33
aug_0_2680.jpg,0.1025,0.146,0.1389,0.0936,0,27.45
aug_0_2691.jpg,0.1373,0.0487,0.2082,0.1571,0,27.86
aug_0_2735.jpg,0.1064,0.0158,0.1719,0.1575,0,22.32
aug_0_2738.jpg,0.0433,0.0442,0.1277,0.1333,0,16.54
aug_0_2750.jpg,0.1061,0.0616,0.0997,0.0761,0,20.31
aug_0_2753.jpg,0.1454,0.1074,0.2136,0.1334,0,31.49
aug_0_2767.jpg,0.0881,0.0507,0.1068,0.0609,0,16.67
aug_0_2774.jpg,0.069,0.0002,0.182,0.1363,0,16.0
aug_0_2776.jpg,0.0742,0.1154,0.1261,0.0899,0,22.06
aug_0_2791.jpg,0.1659,0.1688,0.2546,0.1748,0,40.91
aug_0_2796.jpg,0.1554,0.1181,0.2534,0.1754,0,36.1
aug_0_2808.jpg,0.0232,0.0593,0.0781,0.0858,0,12.48
aug_0_2815.jpg,0.0763,0.1134,0.0101,0.0618,0,20.25
aug_0_2855.jpg,0.0875,0.0071,0.2142,0.1546,0,19.59
aug_0_2861.jpg,0.0986,0.0237,0.1557,0.1071,0,18.78
aug_0_2906.jpg,0.0199,0.1415,0.0642,0.147,0,22.4
aug_0_2922.jpg,0.0529,0.0082,0.0825,0.0499,0,9.23
aug_0_2937.jpg,0.0397,0.0717,0.1369,0.1462,0,19.09
aug_0_2947.jpg,0.0828,0.0067,0.1549,0.1246,0,17.09
aug_0_2982.jpg,0.1748,0.015,0.2292,0.1624,0,29.43
aug_0_2986.jpg,0.0595,0.157,0.0765,0.1776,0,29.56
aug_0_300.jpg,0.0636,0.0263,0.136,0.1038,0,15.26
aug_0_3030.jpg,0.0938,0.007,0.2073,0.1546,0,20.21
aug_0_3042.jpg,0.2184,0.1272,0.2231,0.1303,0,40.06
aug_0_3044.jpg,0.1242,0.1037,0.2326,0.1711,0,31.61
aug_0_3057.jpg,0.1649,0.1029,0.1737,0.0984,0,30.77
aug_0_3072.jpg,0.0122,0.0614,0.0372,0.067,0,10.29
aug_0_3094.jpg,0.1494,0.1717,0.0002,0.0978,0,34.34
aug_0_3100.jpg,0.1106,0.1236,0.1149,0.0809,0,25.72
aug_0_313.jpg,0.1809,0.1128,0.2449,0.147,0,36.36
aug_0_3168.jpg,0.1278,0.164,0.1182,0.1062,0,32.16
aug_0_3237.jpg,0.0718,0.0011,0.167,0.1353,0,16.29
aug_0_324.jpg,0.1056,0.0161,0.1929,0.1651,0,22.77
aug_0_3265.jpg,0.1774,0.1908,0.155,0.1337,0,40.97
aug_0_3292.jpg,0.0745,0.057,0.0442,0.0414,0,14.48
aug_0_3320.jpg,0.0724,0.2116,0.0316,0.1014,0,29.88
aug_0_333.jpg,0.2046,0.1733,0.2786,0.1788,0,45.39
aug_0_3334.jpg,0.1715,0.2121,0.0506,0.1403,0,42.41
aug_0_3345.jpg,0.1826,0.1453,0.2103,0.1234,0,37.38
aug_0_3374.jpg,0.0407,0.0383,0.1077,0.1068,0,14.05
aug_0_3391.jpg,0.0925,0.0473,0.228,0.1464,0,22.56
aug_0_3394.jpg,0.14,0.0211,0.236,0.1652,0,26.6
aug_0_3428.jpg,0.0798,0.0167,0.1974,0.1611,0,19.97
aug_0_3459.jpg,0.0474,0.0792,0.0239,0.065,0,15.01
aug_0_3460.jpg,0.0518,0.029,0.0119,0.0163,0,8.45
aug_0_3465.jpg,0.1987,0.1663,0.2506,0.1613,0,43.1
aug_0_3469.jpg,0.0272,0.0528,0.0312,0.0426,0,9.52
aug_0_3477.jpg,0.0903,0.0153,0.186,0.1486,0,20.08
aug_0_3498.jpg,0.0056,0.0493,0.0192,0.0327,0,6.44
aug_0_3501.jpg,0.0677,0.0449,0.024,0.0214,0,11.56
aug_0_3522.jpg,0.0906,0.1328,0.066,0.0676,0,23.52
aug_0_3551.jpg,0.0017,0.1207,0.135,0.1715,0,20.66
aug_0_356.jpg,0.0682,0.0882,0.1157,0.0782,0,18.64
aug_0_3561.jpg,0.056,0.0524,0.0747,0.0569,0,13.33
aug_0_3563.jpg,0.0073,0.0218,0.0999,0.0846,0,8.01
aug_0_3595.jpg,0.0898,0.1844,0.068,0.1093,0,30.09
aug_0_3637.jpg,0.034,0.0447,0.0835,0.1104,0,14.11
aug_0_3659.jpg,0.1292,0.0484,0.2092,0.1653,0,27.57
aug_0_366.jpg,0.1609,0.1741,0.0987,0.1238,0,37.41
aug_0_3667.jpg,0.1103,0.0017,0.1925,0.1485,0,21.06
aug_0_367.jpg,0.0288,0.0153,0.139,0.108,0,11.24
aug_0_3683.jpg,0.1257,0.0351,0.2182,0.1763,0,26.95
aug_0_3684.jpg,0.1957,0.1266,0.2663,0.1667,0,40.18
aug_0_3691.jpg,0.1472,0.1953,0.098,0.1531,0,39.58
aug_0_3752.jpg,0.0409,0.0392,0.0892,0.0923,0,13.18
aug_0_3793.jpg,0.0712,0.0737,0.1303,0.0937,0,18.9
aug_0_3810.jpg,0.0385,0.0177,0.1051,0.0888,0,11.1
aug_0_3831.jpg,0.0091,0.0147,0.0119,0.0367,0,4.45
aug_0_3855.jpg,0.1659,0.2148,0.2508,0.1566,0,43.13
aug_0_3857.jpg,0.0183,0.1119,0.0614,0.1315,0,18.99
aug_0_3866.jpg,0.1059,0.0409,0.1989,0.1478,0,23.5
aug_0_3881.jpg,0.0,0.073,0.0662,0.0779,0,10.68
aug_0_3895.jpg,0.1294,0.1586,0.1637,0.1148,0,32.48
aug_0_39.jpg,0.1826,0.1803,0.223,0.1502,0,41.79
aug_0_3926.jpg,0.0429,0.1607,0.0639,0.1611,0,27.08
aug_0_3994.jpg,0.0484,0.0709,0.105,0.0658,0,14.54
aug_0_3995.jpg,0.17,0.1798,0.2215,0.1457,0,40.2
aug_0_4006.jpg,0.1511,0.0513,0.1852,0.1136,0,26.53
aug_0_4022.jpg,0.0399,0.059,0.1401,0.0845,0,14.04
aug_0_4036.jpg,0.0071,0.0167,0.0718,0.0836,0,7.54
aug_0_4074.jpg,0.1486,0.0608,0.2031,0.1304,0,28.11
aug_0_408.jpg,0.0064,0.0792,0.0927,0.1106,0,13.95
aug_0_4093.jpg,0.1073,0.0574,0.1602,0.0991,0,21.64
aug_0_4102.jpg,0.0731,0.0436,0.1805,0.1588,0,21.16
aug_0_4108.jpg,0.0723,0.0782,0.087,0.0524,0,16.59
aug_0_4117.jpg,0.0354,0.0327,0.1007,0.1173,0,13.81
aug_0_4120.jpg,0.1477,0.1046,0.1822,0.1032,0,29.49
aug_0_4158.jpg,0.0403,0.0177,0.0566,0.043,0,8.23
aug_0_4165.jpg,0.1194,0.1787,0.0296,0.0822,0,30.82
aug_0_4166.jpg,0.0874,0.1094,0.1491,0.0998,0,23.59
aug_0_4170.jpg,0.0961,0.2043,0.0259,0.1687,0,36.18
aug_0_4181.jpg,0.064,0.0172,0.1424,0.1155,0,15.39
aug_0_4208.jpg,0.0554,0.0834,0.1237,0.0804,0,17.15
aug_0_4225.jpg,0.0387,0.0094,0.1,0.0758,0,9.63
aug_0_4233.jpg,0.118,0.165,0.0771,0.0888,0,30.09
aug_0_4237.jpg,0.0921,0.0088,0.1824,0.1667,0,20.98
aug_0_4239.jpg,0.0915,0.183,0.0389,0.1333,0,31.76
aug_0_4244.jpg,0.1792,0.0103,0.2246,0.1424,0,28.18
aug_0_4246.jpg,0.0888,0.0644,0.0812,0.0582,0,17.59
aug_0_426.jpg,0.0844,0.0102,0.1832,0.1343,0,18.16
aug_0_4290.jpg,0.2006,0.1062,0.1964,0.1135,0,35.6
aug_0_4297.jpg,0.1505,0.1858,0.2461,0.1654,0,40.01
aug_0_4312.jpg,0.1077,0.0838,0.1482,0.0864,0,22.81
aug_0_4320.jpg,0.0959,0.0885,0.1705,0.1287,0,24.81
aug_0_4322.jpg,0.1097,0.0396,0.2131,0.1421,0,23.41
aug_0_433.jpg,0.063,0.026,0.14,0.1525,0,18.41
aug_0_435.jpg,0.0025,0.0387,0.0512,0.0697,0,7.8
aug_0_4359.jpg,0.0073,0.0822,0.0642,0.0985,0,13.47
aug_0_4367.jpg,0.1616,0.1158,0.1337,0.0991,0,31.45
aug_0_4368.jpg,0.0355,0.0292,0.112,0.0976,0,12.25
aug_0_4369.jpg,0.0707,0.1834,0.0663,0.1556,0,31.2
aug_0_4372.jpg,0.0761,0.1139,0.1927,0.123,0,24.35
aug_0_4377.jpg,0.2652,0.0838,0.2821,0.179,0,44.74
aug_0_4380.jpg,0.1858,0.1538,0.1911,0.1281,0,38.65
aug_0_4402.jpg,0.0568,0.0707,0.1091,0.0649,0,15.3
aug_0_4439.jpg,0.1033,0.0858,0.1458,0.0834,0,22.32
aug_0_447.jpg,0.1389,0.0379,0.0864,0.0658,0,21.12
aug_0_4491.jpg,0.0717,0.0057,0.1638,0.1249,0,15.92
aug_0_4492.jpg,0.1846,0.2021,0.1064,0.1096,0,40.92
aug_0_4497.jpg,0.04,0.0681,0.0139,0.028,0,10.98
aug_0_4508.jpg,0.2363,0.138,0.2703,0.1698,0,45.31
aug_0_4524.jpg,0.1593,0.0917,0.2263,0.1591,0,33.41
aug_0_4564.jpg,0.0072,0.0376,0.0415,0.0242,0,5.15
aug_0_4590.jpg,0.1535,0.1952,0.192,0.1387,0,39.24
aug_0_4618.jpg,0.0679,0.1222,0.0264,0.0689,0,20.55
aug_0_4621.jpg,0.0837,0.0323,0.2213,0.1585,0,21.36
aug_0_4634.jpg,0.2324,0.1687,0.2897,0.1691,0,47.17
aug_0_4641.jpg,0.0985,0.1307,0.0057,0.0977,0,26.17
aug_0_4647.jpg,0.0705,0.0288,0.1432,0.1431,0,18.75
aug_0_4692.jpg,0.0567,0.0332,0.1607,0.1324,0,16.99
aug_0_4699.jpg,0.1591,0.1529,0.2368,0.1656,0,38.41
aug_0_4711.jpg,0.1065,0.1748,0.1445,0.1047,0,30.74
aug_0_4724.jpg,0.1461,0.1933,0.1204,0.1236,0,37.35
aug_0_4747.jpg,0.1005,0.1402,0.2173,0.1413,0,29.99
aug_0_4766.jpg,0.1155,0.137,0.219,0.1543,0,32.11
aug_0_4783.jpg,0.006,0.0224,0.0003,0.0337,0,4.52
aug_0_4796.jpg,0.0338,0.0574,0.0198,0.0508,0,11.08
aug_0_4826.jpg,0.1178,0.004,0.1613,0.1137,0,19.66
aug_0_4852.jpg,0.1232,0.1455,0.0191,0.1096,0,30.54
aug_0_4855.jpg,0.0886,0.1271,0.1027,0.0715,0,23.17
aug_0_487.jpg,0.0673,0.1847,0.0746,0.174,0,32.18
aug_0_4877.jpg,0.1142,0.0849,0.1914,0.1345,0,26.76
aug_0_4887.jpg,0.02,0.0443,0.0137,0.0337,0,7.58
aug_0_4909.jpg,0.0564,0.0338,0.0713,0.0408,0,10.89
aug_0_4910.jpg,0.2055,0.2029,0.2343,0.1534,0,45.99
aug_0_4943.jpg,0.0863,0.1913,0.0899,0.1153,0,30.66
aug_0_4951.jpg,0.0277,0.0404,0.0732,0.0598,0,9.79
aug_0_4955.jpg,0.1073,0.1164,0.2162,0.1473,0,29.27
aug_0_4963.jpg,0.0499,0.1562,0.0623,0.1573,0,27.2
aug_0_4988.jpg,0.0325,0.1293,0.0338,0.1056,0,19.98
aug_0_4991.jpg,0.1213,0.0207,0.1796,0.1479,0,23.54
aug_0_5008.jpg,0.018,0.033,0.0824,0.0932,0,10.49
aug_0_5026.jpg,0.0671,0.0589,0.0767,0.047,0,14.26
aug_0_5033.jpg,0.1318,0.092,0.2331,0.1587,0,30.66
aug_0_5047.jpg,0.1063,0.1034,0.2003,0.174,0,29.99
aug_0_5058.jpg,0.0289,0.1117,0.1208,0.1503,0,21.28
aug_0_5072.jpg,0.0926,0.0209,0.1895,0.1353,0,19.85
aug_0_5094.jpg,0.1771,0.1245,0.1122,0.0912,0,33.13
aug_0_5098.jpg,0.0274,0.0176,0.0899,0.0771,0,9.19
aug_0_5132.jpg,0.0343,0.0641,0.0807,0.091,0,14.3
aug_0_5136.jpg,0.013,0.0711,0.0929,0.1705,0,18.0
aug_0_5145.jpg,0.1951,0.1471,0.215,0.1479,0,40.4
aug_0_5165.jpg,0.0728,0.0632,0.1208,0.065,0,16.34
aug_0_5174.jpg,0.0707,0.133,0.0845,0.1059,0,24.11
aug_0_5190.jpg,0.042,0.0308,0.1061,0.0947,0,12.83
aug_0_5219.jpg,0.081,0.1091,0.0127,0.0852,0,21.97
aug_0_5223.jpg,0.2583,0.1239,0.2611,0.1577,0,45.63
aug_0_5284.jpg,0.1335,0.0931,0.1082,0.0654,0,24.7
aug_0_5296.jpg,0.0109,0.0757,0.1151,0.1716,0,18.22
aug_0_5324.jpg,0.2183,0.0943,0.2623,0.1574,0,39.4
aug_0_5335.jpg,0.0452,0.1113,0.1522,0.0976,0,19.38
aug_0_5343.jpg,0.066,0.0903,0.0822,0.0598,0,17.36
aug_0_5367.jpg,0.1592,0.0951,0.2183,0.1493,0,33.0
aug_0_5395.jpg,0.097,0.1183,0.2153,0.1403,0,27.93
aug_0_5407.jpg,0.0523,0.0825,0.02,0.0362,0,13.83
aug_0_5417.jpg,0.0951,0.193,0.0391,0.1528,0,34.18
aug_0_543.jpg,0.0545,0.0832,0.0861,0.0615,0,15.79
aug_0_5450.jpg,0.1192,0.0925,0.2134,0.1753,0,30.54
aug_0_5477.jpg,0.089,0.089,0.1189,0.0724,0,20.41
aug_0_5496.jpg,0.015,0.0122,0.0644,0.0318,0,4.54
aug_0_55.jpg,0.2082,0.1197,0.2516,0.1519,0,39.93
aug_0_5528.jpg,0.0995,0.1167,0.1835,0.1192,0,26.65
aug_0_5539.jpg,0.0505,0.14,0.0668,0.0718,0,20.33
aug_0_5570.jpg,0.0418,0.0189,0.0934,0.0882,0,11.48
aug_0_5574.jpg,0.1572,0.089,0.2052,0.124,0,30.66
aug_0_5600.jpg,0.1331,0.1762,0.0467,0.0937,0,32.76
aug_0_5624.jpg,0.0651,0.0203,0.1313,0.0996,0,14.68
aug_0_5631.jpg,0.0796,0.017,0.1493,0.1162,0,16.98
aug_0_5641.jpg,0.0539,0.1451,0.0047,0.1014,0,23.03
aug_0_5644.jpg,0.2138,0.1912,0.2387,0.15,0,45.72
aug_0_5653.jpg,0.0493,0.1448,0.0641,0.0894,0,21.75
aug_0_5658.jpg,0.0228,0.028,0.1389,0.1562,0,14.8
aug_0_567.jpg,0.0721,0.0447,0.0507,0.043,0,13.43
aug_0_5688.jpg,0.0833,0.1538,0.0323,0.1155,0,27.56
aug_0_5690.jpg,0.0496,0.0316,0.1054,0.1058,0,14.38
aug_0_5692.jpg,0.0959,0.0675,0.1954,0.1488,0,24.58
aug_0_57.jpg,0.0409,0.0062,0.1544,0.115,0,12.22
aug_0_5713.jpg,0.0987,0.106,0.1613,0.1035,0,24.72
aug_0_5720.jpg,0.0921,0.0923,0.1504,0.1087,0,23.38
aug_0_5774.jpg,0.1305,0.1452,0.1934,0.1151,0,31.61
aug_0_5775.jpg,0.1644,0.0886,0.1759,0.1147,0,30.73
aug_0_5780.jpg,0.0814,0.0038,0.1355,0.0936,0,14.66
aug_0_5801.jpg,0.0217,0.0016,0.0056,0.0047,0,2.6
aug_0_586.jpg,0.0562,0.1009,0.046,0.0774,0,18.35
aug_0_5865.jpg,0.1864,0.1712,0.2328,0.1453,0,41.17
aug_0_5874.jpg,0.1412,0.1487,0.0331,0.1146,0,32.91
aug_0_5886.jpg,0.1541,0.1985,0.0964,0.1316,0,39.07
aug_0_5927.jpg,0.0469,0.0086,0.0935,0.0798,0,10.66
aug_0_593.jpg,0.081,0.0235,0.1869,0.1723,0,21.35
aug_0_5936.jpg,0.1152,0.01,0.1966,0.1643,0,23.23
aug_0_5979.jpg,0.1042,0.0219,0.2182,0.1583,0,22.61
aug_0_5981.jpg,0.0244,0.0602,0.0367,0.041,0,9.69
aug_0_5996.jpg,0.0986,0.1204,0.0777,0.0843,0,24.51
aug_0_6003.jpg,0.0786,0.1422,0.088,0.0726,0,23.36
aug_0_6057.jpg,0.1414,0.1676,0.1635,0.1133,0,34.26
aug_0_6058.jpg,0.0495,0.0459,0.1018,0.07,0,13.06
aug_0_6062.jpg,0.0637,0.0423,0.1462,0.1354,0,18.57
aug_0_6063.jpg,0.1072,0.1609,0.23,0.1338,0,31.71
aug_0_6071.jpg,0.1227,0.1394,0.2202,0.1477,0,32.57
aug_0_6160.jpg,0.0412,0.105,0.1355,0.1733,0,23.54
aug_0_6198.jpg,0.0128,0.027,0.1254,0.0783,0,8.53
aug_0_6227.jpg,0.1593,0.2006,0.0705,0.1435,0,40.54
aug_0_6244.jpg,0.1931,0.1372,0.2181,0.1548,0,39.92
aug_0_6260.jpg,0.0336,0.0477,0.0372,0.0218,0,8.39
aug_0_6279.jpg,0.2168,0.1059,0.2003,0.1411,0,39.03
aug_0_630.jpg,0.0196,0.0024,0.0343,0.0213,0,3.56
aug_0_6317.jpg,0.1161,0.0774,0.1411,0.094,0,23.69
aug_0_6319.jpg,0.0773,0.0928,0.1229,0.1619,0,25.49
aug_0_6346.jpg,0.0088,0.0557,0.0253,0.0402,0,7.74
aug_0_6351.jpg,0.0851,0.0375,0.1784,0.1238,0,19.58
aug_0_6360.jpg,0.1289,0.1946,0.069,0.1425,0,36.99
aug_0_6362.jpg,0.0256,0.0266,0.0139,0.0122,0,5.37
aug_0_6374.jpg,0.042,0.0277,0.1173,0.1117,0,13.72
aug_0_6401.jpg,0.1051,0.0797,0.1912,0.1298,0,25.13
aug_0_6427.jpg,0.1589,0.2071,0.1477,0.1248,0,39.74
aug_0_645.jpg,0.2026,0.2102,0.2246,0.1481,0,45.9
aug_0_6451.jpg,0.1431,0.0599,0.2243,0.1549,0,29.13
aug_0_650.jpg,0.1056,0.0136,0.1422,0.1194,0,19.53
aug_0_6514.jpg,0.0208,0.0002,0.0243,0.0128,0,2.94
aug_0_6578.jpg,0.0342,0.0198,0.0892,0.0803,0,10.26
aug_0_6592.jpg,0.0369,0.0496,0.0075,0.0344,0,9.7
aug_0_6593.jpg,0.0506,0.0081,0.1352,0.0939,0,11.93
aug_0_6635.jpg,0.013,0.0543,0.0528,0.0876,0,11.21
aug_0_6638.jpg,0.1105,0.0874,0.2049,0.1254,0,25.96
aug_0_6680.jpg,0.0355,0.1508,0.0606,0.1316,0,23.63
aug_0_6682.jpg,0.0513,0.0021,0.12,0.1077,0,12.47
aug_0_6744.jpg,0.0738,0.0257,0.1327,0.1226,0,17.47
aug_0_6746.jpg,0.0529,0.0357,0.0595,0.0585,0,11.86
aug_0_6784.jpg,0.1071,0.1142,0.1777,0.1305,0,27.98
aug_0_6821.jpg,0.0573,0.053,0.064,0.0402,0,12.39
